,DATE,COUNTRY,TRANSACTIONS,ARRIVALS,LHR_arrivals,non_LHR_arrivals,premium_economy_and_above_arrivals,business_and_above_arrivals,first_arrivals,transactions_non_target,transactions_target,transactions_bronze_and_above,transactions_gold_and_above,transactions_black_and_above,transactions_platinum_and_above,transactions_elite_and_above
745,2024-12-09,EU,3854,230881,83851,147030,7591,5376,4,1324.0,2530.0,2807,2193,1621,432,41
746,2024-12-09,Greater China,4337,5563,4640,923,894,605,23,1428.0,2909.0,3909,3559,2988,1254,129
747,2024-12-09,Middle East - GCC,10631,16471,14770,1701,4979,3969,379,2757.0,7874.0,8837,6897,4971,1656,433
748,2024-12-09,North America,2455,52931,51218,1713,19038,11930,280,988.0,1467.0,1751,1349,934,353,43
749,2024-12-09,RO APAC,1899,37024,28412,8612,7472,5261,256,603.0,1296.0,1535,1304,987,329,70
750,2024-12-16,EU,3765,216156,75918,140238,6371,4698,3,1348.0,2417.0,2831,2275,1618,407,42
751,2024-12-16,Greater China,4402,8345,7014,1331,1477,1016,18,1499.0,2903.0,3949,3508,2783,1255,146
752,2024-12-16,Middle East - GCC,9125,21539,19443,2096,6312,4681,520,2213.0,6912.0,7933,6655,4943,1646,412
753,2024-12-16,North America,2594,58361,56120,2241,17444,10103,242,992.0,1602.0,1899,1490,1006,252,47
754,2024-12-16,RO APAC,2093,43984,34004,9980,8917,6181,247,557.0,1536.0,1683,1428,1111,509,114
755,2024-12-23,EU,3298,250975,86571,164404,7150,4810,3,1229.0,2069.0,2406,1891,1411,433,57
756,2024-12-23,Greater China,4720,11085,9629,1456,1702,1148,26,1349.0,3371.0,4119,3625,2917,1256,143
757,2024-12-23,Middle East - GCC,12212,30188,27735,2453,7319,5058,444,2651.0,9561.0,10603,8759,6810,2521,633
758,2024-12-23,North America,2917,79573,75608,3965,25153,13799,354,1013.0,1904.0,2205,1671,1186,339,78
759,2024-12-23,RO APAC,2715,57163,44521,12642,11685,7794,357,812.0,1903.0,2143,1758,1310,433,122
760,2024-12-30,EU,2730,201740,73018,128722,5222,2820,-3,1094.0,1636.0,1835,1462,988,217,16
761,2024-12-30,Greater China,5029,4792,4029,763,596,452,8,1584.0,3445.0,4275,3698,2733,1022,106
762,2024-12-30,Middle East - GCC,14068,19425,17892,1533,4401,3525,260,3167.0,10901.0,11923,9555,7137,2212,518
763,2024-12-30,North America,2606,55625,53038,2587,16637,9598,182,1059.0,1547.0,1800,1285,905,235,34
764,2024-12-30,RO APAC,2825,32864,24278,8586,6344,4172,160,1000.0,1825.0,2134,1688,1152,421,90
765,2025-01-06,EU,3278,230641,49699,180942,2884,1973,5,1602.0,1676.0,1870,1381,942,199,23
766,2025-01-06,Greater China,5798,5710,4711,999,751,594,14,2031.0,3767.0,4737,4134,3195,1425,210
767,2025-01-06,Middle East - GCC,17733,13974,12477,1497,3461,2985,257,4889.0,12844.0,14356,11422,8241,2770,722
768,2025-01-06,North America,2902,29461,27115,2346,7399,4316,86,1446.0,1456.0,1718,1158,710,184,23
769,2025-01-06,RO APAC,3513,30196,17825,12371,3691,2797,136,1348.0,2165.0,2566,2015,1463,529,116
770,2025-01-13,EU,2206,182783,51607,131176,3674,2645,3,714.0,1492.0,1655,1260,1009,253,37
771,2025-01-13,Greater China,4337,6563,5339,1224,961,717,-2,1471.0,2866.0,3697,3317,2568,1081,164
772,2025-01-13,Middle East - GCC,10333,12196,10834,1362,3212,2594,259,2526.0,7807.0,8725,7089,5241,1853,442
773,2025-01-13,North America,1834,41494,39201,2293,12227,7461,230,773.0,1061.0,1272,964,634,180,17
774,2025-01-13,RO APAC,2033,31073,21449,9624,5465,4043,164,610.0,1423.0,1591,1316,984,358,65
775,2025-01-20,EU,2205,165391,57150,108241,4622,3393,11,750.0,1455.0,1686,1285,985,240,22
776,2025-01-20,Greater China,3836,10033,8040,1993,1558,1013,24,1375.0,2461.0,3370,2957,2339,966,103
777,2025-01-20,Middle East - GCC,6736,15723,14383,1340,3776,3161,313,1582.0,5154.0,5907,4906,3785,1396,435
778,2025-01-20,North America,1451,46989,44876,2113,13293,8159,227,526.0,925.0,1049,772,566,157,29
779,2025-01-20,RO APAC,1485,31753,23305,8448,6300,4294,183,411.0,1074.0,1171,1009,808,264,64
780,2025-01-27,EU,2605,172495,58132,114363,4996,3521,8,941.0,1664.0,1828,1412,1075,272,23
781,2025-01-27,Greater China,4871,15435,12432,3003,2431,1718,20,1732.0,3139.0,4134,3646,2916,1391,174
782,2025-01-27,Middle East - GCC,8327,15242,13745,1497,3746,3049,327,2532.0,5795.0,6734,5371,3982,1307,314
783,2025-01-27,North America,1950,40142,38211,1931,12761,8366,259,828.0,1122.0,1417,1056,753,203,33
784,2025-01-27,RO APAC,1956,28868,20862,8006,5738,4065,147,760.0,1196.0,1462,1232,1024,355,138
785,2025-02-03,EU,2014,188992,61078,127914,4848,3480,6,673.0,1341.0,1538,1234,862,240,22
786,2025-02-03,Greater China,3622,10937,8934,2003,1657,1214,15,1324.0,2298.0,3141,2734,2127,951,106
787,2025-02-03,Middle East - GCC,7286,12648,11430,1218,3480,2855,328,1998.0,5288.0,6120,5051,3771,1344,337
788,2025-02-03,North America,1433,35960,34070,1890,12334,8062,227,603.0,830.0,1002,771,509,114,18
789,2025-02-03,RO APAC,1374,25422,17170,8252,5380,3865,142,407.0,967.0,1088,933,756,306,78
790,2025-02-10,EU,2147,203683,58839,144844,4833,3492,2,734.0,1413.0,1635,1327,907,274,20
791,2025-02-10,Greater China,3550,3713,3235,478,633,463,5,1224.0,2326.0,3214,2861,2273,1067,115
792,2025-02-10,Middle East - GCC,7416,12425,11209,1216,3698,3085,339,1693.0,5723.0,6543,5438,4112,1521,427
793,2025-02-10,North America,1372,34637,32997,1640,11862,7619,226,509.0,863.0,1058,863,589,148,17
794,2025-02-10,RO APAC,1125,27065,18523,8542,5384,3785,167,350.0,775.0,880,753,615,215,30
795,2025-02-17,EU,2118,213932,61318,152614,4715,3309,1,721.0,1397.0,1583,1219,953,252,14
796,2025-02-17,Greater China,3781,4553,3947,606,788,613,13,1288.0,2493.0,3377,3018,2403,1054,118
797,2025-02-17,Middle East - GCC,8397,13384,12217,1167,3711,3042,332,2043.0,6354.0,7358,6163,4752,1637,466
798,2025-02-17,North America,1683,51111,48930,2181,15402,9337,236,623.0,1060.0,1217,964,626,179,16
799,2025-02-17,RO APAC,1315,29886,20272,9614,5588,3949,185,406.0,909.0,1077,875,673,260,28
800,2025-02-24,EU,2031,199463,56447,143016,5124,3436,5,684.0,1347.0,1437,1140,798,253,10
801,2025-02-24,Greater China,3398,3463,3063,400,656,461,12,1059.0,2339.0,3055,2755,2244,1115,150
802,2025-02-24,Middle East - GCC,8494,14799,12151,2648,3986,3361,389,2279.0,6215.0,7263,5936,4594,1495,303
803,2025-02-24,North America,1414,40406,38667,1739,14281,9270,253,577.0,837.0,1047,783,524,158,6
804,2025-02-24,RO APAC,1318,26358,18052,8306,5678,4284,135,384.0,934.0,1129,930,760,337,81
805,2025-03-03,EU,2439,199827,69034,130793,5795,3967,9,754.0,1685.0,1905,1490,1138,340,52
806,2025-03-03,Greater China,3086,3335,2932,403,624,468,9,980.0,2106.0,2781,2579,2183,1078,134
807,2025-03-03,Middle East - GCC,5208,7525,6290,1235,1564,1221,155,1166.0,4042.0,4570,3740,2970,1060,257
808,2025-03-03,North America,1496,47654,45864,1790,14933,9348,226,606.0,890.0,1097,894,583,177,12
809,2025-03-03,RO APAC,1202,24826,17823,7003,5707,4201,166,392.0,810.0,951,829,662,241,27
810,2025-03-10,EU,2149,198121,64341,133780,5561,3822,1,704.0,1445.0,1658,1330,983,247,14
811,2025-03-10,Greater China,3113,3908,3472,436,713,530,17,952.0,2161.0,2785,2500,2087,958,135
812,2025-03-10,Middle East - GCC,2383,9432,8101,1331,1657,1214,100,500.0,1883.0,2196,1926,1556,661,183
813,2025-03-10,North America,1411,65717,63012,2705,18932,11080,206,598.0,813.0,1061,845,562,198,35
814,2025-03-10,RO APAC,1157,28956,21439,7517,6624,4794,178,394.0,763.0,904,728,597,215,37
815,2025-03-17,EU,2142,197116,63436,133680,5424,3947,1,712.0,1430.0,1660,1327,946,278,33
816,2025-03-17,Greater China,3693,3813,3367,446,611,468,7,1038.0,2655.0,3365,3038,2556,1295,158
817,2025-03-17,Middle East - GCC,2285,8652,7450,1202,1715,1258,113,556.0,1729.0,2077,1810,1482,644,156
818,2025-03-17,North America,1627,64564,61911,2653,19091,10992,26,704.0,923.0,1211,944,703,202,52
819,2025-03-17,RO APAC,1367,30335,22481,7854,6751,4825,152,408.0,959.0,1107,972,786,323,98
820,2025-03-24,EU,2205,183698,53322,130376,5449,3752,8,718.0,1487.0,1652,1306,954,202,16
821,2025-03-24,Greater China,3339,3872,3403,469,660,490,16,1021.0,2318.0,3014,2669,2196,1071,147
822,2025-03-24,Middle East - GCC,2291,10559,8885,1674,2357,1562,151,517.0,1774.0,2118,1820,1474,723,140
823,2025-03-24,North America,1582,58735,56818,1917,18475,10898,-59,674.0,908.0,1211,903,596,160,6
824,2025-03-24,RO APAC,1501,29917,21781,8136,6380,4591,101,457.0,1044.0,1234,1051,814,281,72
825,2025-03-31,EU,2273,181351,60008,121343,5392,3643,-4,676.0,1597.0,1777,1423,1108,338,26
826,2025-03-31,Greater China,3128,4980,4288,692,886,618,-8,995.0,2133.0,2783,2493,2037,963,152
827,2025-03-31,Middle East - GCC,4279,20734,18778,1956,4634,3564,326,988.0,3291.0,3834,3257,2449,994,228
828,2025-03-31,North America,1696,61867,60211,1656,18722,10847,-205,721.0,975.0,1274,1009,686,234,17
829,2025-03-31,RO APAC,1442,34293,24385,9908,6856,4694,-242,444.0,998.0,1200,1027,762,258,77
830,2025-04-07,EU,1959,194956,62955,132001,5281,3252,-24,632.0,1327.0,1419,1128,927,256,13
831,2025-04-07,Greater China,2782,7246,6163,1083,973,674,-44,833.0,1949.0,2424,2179,1782,821,91
832,2025-04-07,Middle East - GCC,9441,18826,16416,2410,4167,3245,320,2449.0,6992.0,7999,6538,4875,1692,432
833,2025-04-07,North America,1612,72834,69467,3367,19033,10470,-1106,732.0,880.0,1163,909,578,164,7
834,2025-04-07,RO APAC,1428,45135,30402,14733,7201,4368,-1033,488.0,940.0,1136,971,783,293,38
835,2025-04-14,EU,1808,200238,71184,129054,5900,3242,-307,593.0,1215.0,1310,1077,888,234,12
836,2025-04-14,Greater China,2473,7319,6269,1050,501,179,-394,755.0,1718.0,2178,1993,1672,803,68
837,2025-04-14,Middle East - GCC,7700,16464,14358,2106,2914,2184,43,1892.0,5808.0,6711,5530,3989,1506,338
838,2025-04-14,North America,1583,83090,79524,3566,10482,2105,-9605,827.0,756.0,1041,745,456,87,9
839,2025-04-14,RO APAC,1457,46592,30729,15863,5053,2317,-2301,537.0,920.0,1116,941,742,231,36
840,2025-04-21,EU,1821,178709,62816,115893,4629,2184,-482,653.0,1168.0,1355,1075,824,278,19
841,2025-04-21,Greater China,2486,5246,4290,956,541,267,-277,717.0,1769.0,2220,1971,1588,784,63
842,2025-04-21,Middle East - GCC,5142,11112,9615,1497,1643,1337,31,1196.0,3946.0,4460,3747,2873,1153,219
843,2025-04-21,North America,1380,65665,63633,2032,9253,2219,-7187,682.0,698.0,915,703,458,104,16
844,2025-04-21,RO APAC,1359,28919,18141,10778,3750,2139,-1153,454.0,905.0,1111,848,657,227,21
845,2025-04-28,EU,2503,163175,55909,107266,3886,2571,-372,1154.0,1349.0,1563,1309,1012,336,16
846,2025-04-28,Greater China,3441,6461,4968,1493,795,421,-234,1075.0,2366.0,3056,2735,2279,1081,102
847,2025-04-28,Middle East - GCC,4859,11296,9414,1882,2615,2152,174,1228.0,3631.0,4173,3540,2781,1085,173
848,2025-04-28,North America,1798,67847,64922,2925,20003,10999,-1569,952.0,846.0,1023,770,526,108,20
849,2025-04-28,RO APAC,1634,33500,22644,10856,6557,4567,-677,589.0,1045.0,1197,1052,861,342,52
